time,rad2,rad3
734,0.004395097,0.010004979
735,0.004175253,0.009402567
736,0.004175692,0.009403557
737,0.003567215,0.009065012
738,0.003567591,0.009065966
739,0.004730255,0.009469442
740,0.004730753,0.009470439
741,0.002516333,0.008279972
742,0.002516598,0.008280844
743,0.002961439,0.008328185
744,0.002961751,0.008329061
745,0.004900055,0.008980645
746,0.004901086,0.008982535
747,0.002796632,0.008084602
748,0.002796926,0.008085453
749,0.003904227,0.008628845
750,0.003905048,0.008630661
751,0.003129259,0.008150881
752,0.003129588,0.008151739
753,0.003129918,0.008044032
754,0.003130247,0.008044878
755,0.003631056,0.008000029
756,0.003631438,0.008000871
757,0.003298142,0.008048266
758,0.003298489,0.008049113
759,0.00390916,0.008593186
760,0.003909983,0.008594995
761,0.003578119,0.008005925
762,0.003578496,0.008006767
763,0.003246176,0.007961023
764,0.003246517,0.007961861
765,0.003301615,0.00805674
766,0.003301962,0.008057588
767,0.00363641,0.008462401
768,0.003636793,0.008463292
769,0.003804222,0.008263027
770,0.003804623,0.008263897
771,0.003749515,0.00792277
772,0.00374991,0.007923604
773,0.003972383,0.008266506
774,0.003973219,0.008268246
775,0.003362027,0.00792694
776,0.003362381,0.007927775
777,0.004197723,0.00806862
778,0.004198165,0.008069469
779,0.003420066,0.008226784
780,0.003420426,0.00822765
781,0.00386541,0.008228516
782,0.003865816,0.008229382
783,0.003977821,0.007577181
784,0.00397824,0.007577978
785,0.003644839,0.007578776
786,0.003645223,0.007579574
787,0.003923173,0.006941739
788,0.003923999,0.0069432
789,0.004091673,0.007582765
790,0.004092104,0.007583563
791,0.003981591,0.007490854
792,0.003982429,0.00749243
793,0.004093827,0.007337324
794,0.004094258,0.007338096
795,0.003760976,0.00740124
796,0.003761768,0.007402798
797,0.004041344,0.007247599
798,0.00404177,0.007248362
799,0.004096844,0.007295928
800,0.004097275,0.007296696
801,0.003875593,0.006798842
802,0.003876001,0.006799558
803,0.00343052,0.006956366
804,0.003430881,0.006957098
805,0.003654442,0.006864877
806,0.003654826,0.0068656
807,0.003933509,0.007412933
808,0.003933923,0.007413713
809,0.00365598,0.00691463
810,0.00365675,0.006916086
811,0.003935579,0.00696369
812,0.003935993,0.006964423
813,0.004049433,0.006965156
814,0.00404986,0.006965889
815,0.003882533,0.006873552
816,0.003882942,0.006874276
817,0.003995022,0.007219017
818,0.003995443,0.007219777
819,0.002486824,0.006273385
820,0.002487086,0.006274045
821,0.004165074,0.007676533
822,0.004165513,0.007677341
823,0.002542955,0.006425365
824,0.002543222,0.006426041
825,0.003272588,0.006820342
826,0.003272933,0.00682106
827,0.002769296,0.006329198
828,0.002769587,0.006329864
829,0.003609891,0.006635969
830,0.003610651,0.006637366
831,0.00411456,0.007374483
832,0.004114993,0.007375259
833,0.003891942,0.006984241
834,0.003892762,0.006985711
835,0.002940497,0.006484792
836,0.002940807,0.006485474
837,0.005015895,0.007693518
838,0.005016951,0.007695137
839,0.004175608,0.007335193
840,0.004176047,0.007335965
841,0.003391166,0.006834712
842,0.00339188,0.006836151
843,0.003841235,0.006899644
844,0.003841639,0.00690037
845,0.003842043,0.006948186
846,0.003842852,0.006949648
847,0.003674882,0.006699156
848,0.003675269,0.006699861
849,0.003676043,0.007093932
850,0.00367643,0.007094679
851,0.003170363,0.006906909
852,0.003170697,0.006907636
853,0.004071655,0.00690909
854,0.003734501,0.007051264
855,0.003734894,0.007052006
856,0.003622831,0.006596878
857,0.003623212,0.006597572
858,0.003848923,0.006850555
859,0.003849328,0.006851276
860,0.003624738,0.007056461
861,0.003625119,0.007057203
862,0.003794771,0.006917093
863,0.003795171,0.006917821
864,0.003963428,0.006713978
865,0.003963845,0.006714685
866,0.004190576,0.006857769
867,0.004191017,0.00685849
868,0.003797568,0.006464025
869,0.003797968,0.006464706
870,0.004418797,0.007223616
871,0.004419262,0.007224376
872,0.004305806,0.007067609
873,0.004306259,0.007068353
874,0.003463167,0.006319771
875,0.003463532,0.006320436
876,0.002956322,0.00622023
877,0.002956633,0.006220885
878,0.003915359,0.006222195
879,0.003915771,0.00622285
880,0.003296439,0.006021656
881,0.003296786,0.00602229
882,0.002112143,0.005521933
883,0.002112366,0.005522515
884,0.005159456,0.00758366
885,0.005159999,0.007584459
886,0.003749861,0.00627859
887,0.00375065,0.006279912
888,0.004314878,0.006782567
889,0.004315332,0.006783281
890,0.003808374,0.006578734
891,0.003809176,0.006580119
892,0.003865974,0.00633442
893,0.00386638,0.006335087
894,0.002850714,0.005378418
895,0.002851315,0.00537955
896,0.004489059,0.006995143
